Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"817.2133","Bacteroides fragilis C1782-3",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","C1782-3",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586017","GCA_023654005.1",,"JAGJGX000000000",,"WGS","Illumina NovaSeq","264x","SPAdes v. 3.11",,,45,5370241,43.38809,6,289673,64,5,,4972,99.7,99.3,0.6,100,,"feces",,"2017",2017,,"Hong Kong","Asia","Hong Kong",,"Chicken","Chicken",,,,"Avian",,,,"sample_type:culture",,"2022-06-23T17:04:23.840Z","2022-06-23T17:04:23.840Z"
"817.2134","Bacteroides fragilis C1800-2",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","C1800-2",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586019","GCA_023654015.1",,"JAGJGV000000000",,"WGS","Illumina NovaSeq","322x","SPAdes v. 3.11",,,43,5371205,43.388123,5,346292,64,5,,4956,99.7,99.3,0.6,100,,"feces",,"2017",2017,,"Hong Kong","Asia","Hong Kong",,"Chicken","Chicken",,,,"Avian",,,,"sample_type:culture",,"2022-06-23T17:04:29.228Z","2022-06-23T17:04:29.228Z"
"817.2135","Bacteroides fragilis C1781-4",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","C1781-4",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586016","GCA_023654025.1",,"JAGJGY000000000",,"WGS","Illumina NovaSeq","224x","SPAdes v. 3.11",,,48,5369749,43.387875,6,289673,64,4,,4956,99.7,99.3,0.6,100,,"feces",,"2017",2017,,"Hong Kong","Asia","Hong Kong",,"Chicken","Chicken",,,,"Avian",,,,"sample_type:culture",,"2022-06-23T16:58:37.778Z","2022-06-23T16:58:37.778Z"
"817.2136","Bacteroides fragilis C1741-2",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","C1741-2",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586012","GCA_023654095.1",,"JAGJHC000000000",,"WGS","Oxford Nanopore MinION","272x","Unicycler v. 0.4.8",,,3,5462995,43.385323,1,5412743,75,18,,5059,99.7,99,1,100,,"feces",,"2017",2017,,"Hong Kong","Asia","Hong Kong",,"Chicken","Chicken",,,,"Avian",,,,"sample_type:culture",,"2022-06-23T16:58:39.143Z","2022-06-23T16:58:39.143Z"
"817.2137","Bacteroides fragilis C1746-5",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","C1746-5",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586013","GCA_023654105.1",,"JAGJHB000000000",,"WGS","Illumina NovaSeq","288x","SPAdes v. 3.11",,,43,5371348,43.387955,5,346292,64,5,,4959,99.7,99.3,0.6,100,,"feces",,"2017",2017,,"Hong Kong","Asia","Hong Kong",,"Chicken","Chicken",,,,"Avian",,,,"sample_type:culture",,"2022-06-23T16:58:50.782Z","2022-06-23T16:58:50.782Z"
"817.2138","Bacteroides fragilis C1751-2",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","C1751-2",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586014","GCA_023654145.1",,"JAGJHA000000000",,"WGS","Illumina NovaSeq","263x","SPAdes v. 3.11",,,53,5370576,43.387375,6,235524,64,4,,4952,99.7,99.3,0.6,100,,"feces",,"2017",2017,,"Hong Kong","Asia","Hong Kong",,"Chicken","Chicken",,,,"Avian",,,,"sample_type:culture",,"2022-06-23T17:04:25.317Z","2022-06-23T17:04:25.317Z"
"817.2139","Bacteroides fragilis Q1F6",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","Q1F6",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586007","GCA_023654165.1",,"JAGJHH000000000",,"WGS","Illumina NovaSeq","200x","SPAdes v. 3.11",,,67,5278517,43.41458,11,163162,65,6,,4895,99.7,99.4,,99.7,,"perianal",,"2015",2015,,"Hong Kong","Asia","Hong Kong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:culture",,"2022-06-23T16:58:53.414Z","2022-06-23T16:58:53.414Z"
"817.2140","Bacteroides fragilis ND3330-1",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","ND3330-1",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586009","GCA_023654195.1",,"JAGJHF000000000",,"WGS","Illumina NovaSeq","285x","SPAdes v. 3.11",,,23,5175741,43.580444,3,685309,65,8,,4619,99.8,99.5,0.1,100,,"feces",,"2016",2016,,"Hong Kong","Asia","Hong Kong",,"Dog","Dog",,,,"Nonhuman Mammal",,,,"sample_type:culture",,"2022-06-23T16:58:44.443Z","2022-06-23T16:58:44.443Z"
"817.2141","Bacteroides fragilis K2I8",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","K2I8",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586006","GCA_023654185.1",,"JAGJHI000000000",,"WGS","Illumina NovaSeq","319x","SPAdes v. 3.11",,,59,5271336,43.19975,9,238920,64,4,,4786,99.8,99.4,0.6,100,,"Abd",,"2015",2015,,"Hong Kong","Asia","Hong Kong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:culture",,"2022-06-23T17:05:29.703Z","2022-06-23T17:05:29.703Z"
"817.2142","Bacteroides fragilis P860-2",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","P860-2",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586010","GCA_023654085.1",,"JAGJHE000000000",,"WGS","Illumina NovaSeq","296x","SPAdes v. 3.11",,,36,5070301,43.516254,4,464254,68,6,,4525,99.9,99.6,0.3,100,,"feces",,"2017",2017,,"Hong Kong","Asia","Hong Kong",,"Pig","Pig",,,,"Nonhuman Mammal",,,,"sample_type:culture",,"2022-06-23T17:04:58.101Z","2022-06-23T17:04:58.101Z"
"817.2143","Bacteroides fragilis Q4I7",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","Q4I7",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586008","GCA_023654205.1",,"JAGJHG000000000",,"WGS","Illumina NovaSeq","250x","SPAdes v. 3.11",,,29,5176257,43.58244,5,405310,64,5,,4661,99.9,99,1,100,,"Abd",,"2015",2015,,"Hong Kong","Asia","Hong Kong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:culture",,"2022-06-23T17:04:26.731Z","2022-06-23T17:04:26.731Z"
"817.2144","Bacteroides fragilis ND3367-1",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","ND3367-1",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586011","GCA_023654225.1",,"JAGJHD000000000",,"WGS","Illumina NovaSeq","181x","SPAdes v. 3.11",,,56,5019694,43.216957,7,245496,64,5,,4436,99.8,99.5,0.1,100,,"feces",,"2016",2016,,"Hong Kong","Asia","Hong Kong",,"Dog","Dog",,,,"Nonhuman Mammal",,,,"sample_type:culture",,"2022-06-23T17:05:27.328Z","2022-06-23T17:05:27.328Z"
"817.2145","Bacteroides fragilis K2H2",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","K2H2",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586005","GCA_023654265.1",,"JAGJHJ000000000",,"WGS","Illumina NovaSeq","238x","SPAdes v. 3.11",,,65,5475373,43.62375,5,272760,66,7,,5038,99.9,99.6,,100,,"genital",,"2015",2015,,"Hong Kong","Asia","Hong Kong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:culture",,"2022-06-23T16:58:33.519Z","2022-06-23T16:58:33.519Z"
"817.2146","Bacteroides fragilis Q1A2",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","Q1A2",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586001","GCA_023654285.1",,"JAGJHN000000000",,"WGS","Illumina NovaSeq","195x","SPAdes v. 3.11",,,32,5073522,43.374012,5,365028,65,5,,4466,99.8,99.4,0.1,100,,"blood",,"2015",2015,,"Hong Kong","Asia","Hong Kong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:culture",,"2022-06-23T17:04:32.054Z","2022-06-23T17:04:32.054Z"
"817.2147","Bacteroides fragilis Q6B8",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","Q6B8",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586002","GCA_023654295.1",,"JAGJHM000000000",,"WGS","Illumina NovaSeq","97x","SPAdes v. 3.11",,,67,5238553,43.454975,9,192372,62,4,,4779,99.8,99.5,,100,,"SSTI",,"2015",2015,,"Hong Kong","Asia","Hong Kong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:culture",,"2022-06-23T16:58:47.941Z","2022-06-23T16:58:47.941Z"
"817.2148","Bacteroides fragilis K1I5",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","K1I5",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586004","GCA_023654305.1",,"JAGJHK000000000",,"WGS","Illumina NovaSeq","222x","SPAdes v. 3.11",,,35,5299242,43.53083,5,350208,64,7,,4800,99.8,99.5,,99.7,,"SSTI",,"2015",2015,,"Hong Kong","Asia","Hong Kong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:culture",,"2022-06-23T16:58:40.539Z","2022-06-23T16:58:40.539Z"
"817.2149","Bacteroides fragilis K4C6",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","K4C6",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586000","GCA_023654345.1",,"JAGJHO000000000",,"WGS","Illumina NovaSeq","270x","SPAdes v. 3.11",,,44,5218220,43.44882,7,285856,63,6,,4668,99.7,99.5,0.1,100,,"SSTI",,"2015",2015,,"Hong Kong","Asia","Hong Kong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:culture",,"2022-06-23T16:59:13.938Z","2022-06-23T16:59:13.938Z"
"817.2150","Bacteroides fragilis Q1F8",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","Q1F8",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18585997","GCA_023654365.1",,"JAGJHR000000000",,"WGS","Illumina NovaSeq","361x","SPAdes v. 3.11",,,22,5020997,43.397755,3,707273,65,6,,4407,99.9,99.5,0.1,100,,"SSTI",,"2015",2015,,"Hong Kong","Asia","Hong Kong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:culture",,"2022-06-23T16:58:54.721Z","2022-06-23T16:58:54.721Z"
"817.2151","Bacteroides fragilis K1E9",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","K1E9",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18586003","GCA_023654385.1",,"JAGJHL000000000",,"WGS","Illumina NovaSeq","268x","SPAdes v. 3.11",,,43,5345640,43.51249,9,204728,65,5,,4845,99.9,97.6,5,100,,"blood",,"2015",2015,,"Hong Kong","Asia","Hong Kong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:culture",,"2022-06-23T16:59:01.476Z","2022-06-23T16:59:01.476Z"
"817.2152","Bacteroides fragilis K2A8",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","K2A8",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18585999","GCA_023654395.1",,"JAGJHP000000000",,"WGS","Illumina NovaSeq","197x","SPAdes v. 3.11",,,42,5044781,43.297005,6,303105,63,5,,4429,99.8,99.3,,100,,"blood",,"2015",2015,,"Hong Kong","Asia","Hong Kong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:culture",,"2022-06-23T16:58:56.751Z","2022-06-23T16:58:56.751Z"
"817.2153","Bacteroides fragilis Q2C8",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","Q2C8",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18585998","GCA_023654425.1",,"JAGJHQ000000000",,"WGS","Illumina NovaSeq","253x","SPAdes v. 3.11",,,34,5151266,43.46518,4,492829,63,5,,4574,99.8,99.6,,100,,"blood",,"2015",2015,,"Hong Kong","Asia","Hong Kong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:culture",,"2022-06-23T17:04:16.434Z","2022-06-23T17:04:16.434Z"
"817.2154","Bacteroides fragilis Q1H1",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","Q1H1",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18585996","GCA_023654445.1",,"JAGJHS000000000",,"WGS","Illumina NovaSeq","259x","SPAdes v. 3.11",,,25,5091127,43.487602,4,442954,63,7,,4488,99.8,99.5,,100,,"blood",,"2015",2015,,"Hong Kong","Asia","Hong Kong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:culture",,"2022-06-23T16:59:05.721Z","2022-06-23T16:59:05.721Z"
"817.2155","Bacteroides fragilis P858-1",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","P858-1",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18585994","GCA_023654465.1",,"JAGJHU000000000",,"WGS","Illumina NovaSeq","328x","SPAdes v. 3.11",,,33,5353287,43.44514,4,463281,66,6,,4919,99.8,99.4,,100,,"feces",,"2017",2017,,"Hong Kong","Asia","Hong Kong",,"Pig","Pig",,,,"Nonhuman Mammal",,,,"sample_type:culture",,"2022-06-23T17:05:14.438Z","2022-06-23T17:05:14.438Z"
"817.2156","Bacteroides fragilis NTCA233-2",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","NTCA233-2",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18585995","GCA_023654475.1",,"JAGJHT000000000",,"WGS","Illumina NovaSeq","225x","SPAdes v. 3.11",,,19,4964138,43.320896,2,770285,66,5,,4384,99.8,99.6,,100,,"feces",,"2017",2017,,"Hong Kong","Asia","Hong Kong",,"Cat","Cat",,,,"Nonhuman Mammal",,,,"sample_type:culture",,"2022-06-23T17:05:24.934Z","2022-06-23T17:05:24.934Z"
"817.2157","Bacteroides fragilis ND3412-4",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","ND3412-4",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18585993","GCA_023654505.1",,"JAGJHV000000000",,"WGS","Illumina NovaSeq","299x","SPAdes v. 3.11",,,32,5143054,43.46048,4,594980,63,5,,4560,99.7,99.5,,100,,"feces",,"2017",2017,,"Hong Kong","Asia","Hong Kong",,"Dog","Dog",,,,"Nonhuman Mammal",,,,"sample_type:culture",,"2022-06-23T17:04:19.165Z","2022-06-23T17:04:19.165Z"
"817.2158","Bacteroides fragilis ND3413-5",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","ND3413-5",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18585992","GCA_023654525.1",,"JAGJHW000000000",,"WGS","Illumina NovaSeq","200x","SPAdes v. 3.11",,,30,5142561,43.459454,4,594980,63,5,,4552,99.8,99.6,,100,,"feces",,"2017",2017,,"Hong Kong","Asia","Hong Kong",,"Dog","Dog",,,,"Nonhuman Mammal",,,,"sample_type:culture",,"2022-06-23T17:04:33.431Z","2022-06-23T17:04:33.431Z"
"817.2159","Bacteroides fragilis ND3415-5",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","ND3415-5",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18585991","GCA_023654535.1",,"JAGJHX000000000",,"WGS","Illumina NovaSeq","301x","SPAdes v. 3.11",,,22,4951345,43.280846,3,576486,63,9,,4341,99.8,99.6,,100,,"feces",,"2017",2017,,"Hong Kong","Asia","Hong Kong",,"Dog","Dog",,,,"Nonhuman Mammal",,,,"sample_type:culture",,"2022-06-23T17:04:27.973Z","2022-06-23T17:04:27.973Z"
"817.2160","Bacteroides fragilis NTCA216-2",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","NTCA216-2",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18585990","GCA_023654565.1",,"JAGJHY000000000",,"WGS","Illumina NovaSeq","260x","SPAdes v. 3.11",,,20,4784063,43.336742,4,563762,64,4,,4169,99.8,99.4,0.3,100,,"feces",,"2016",2016,,"Hong Kong","Asia","Hong Kong",,"Cat","Cat",,,,"Nonhuman Mammal",,,,"sample_type:culture",,"2022-06-23T17:04:34.871Z","2022-06-23T17:04:34.871Z"
"817.2161","Bacteroides fragilis NC3394-1",,817,"131567;2;1783270;68336;976;200643;171549;815;816;817","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","WGS","NC3394-1",,,,,,,,,,,,,,,,,,,,"Good","2022-06-06T00:00:00Z",,,"PRJNA719087","SAMN18585989","GCA_023654575.1",,"JAGJHZ000000000",,"WGS","Illumina NovaSeq","220x","SPAdes v. 3.11",,,31,4755416,43.19723,5,312362,67,5,,4150,99.8,99.4,0.1,100,,"feces",,"2016",2016,,"Hong Kong","Asia","Hong Kong",,"Cat","Cat",,,,"Nonhuman Mammal",,,,"sample_type:culture",,"2022-06-23T17:05:41.597Z","2022-06-23T17:05:41.597Z"
